timestamp,acc_x,acc_y,acc_z
2026-03-14 09:15:00.750,0.7718,-0.0948,9.6029
2026-03-14 09:15:00.760,0.2329,-0.0044,10.028
2026-03-14 09:15:00.770,0.2897,-0.0256,9.4895
2026-03-14 09:15:00.780,0.5277,0.2858,9.8514
2026-03-14 09:15:00.790,0.0524,0.498,9.6148
2026-03-14 09:15:00.800,0.0259,0.2329,9.5484
2026-03-14 09:15:00.810,-0.0915,0.2258,9.9058
2026-03-14 09:15:00.820,-0.5051,0.317,10.025
2026-03-14 09:15:00.830,-0.7414,0.2725,10.1672
2026-03-14 09:15:00.840,-0.9257,0.3595,10.4457
2026-03-14 09:15:00.850,-0.6889,-0.008,10.3333
2026-03-14 09:15:00.860,-0.8356,-0.1431,10.1081
2026-03-14 09:15:00.870,-0.8531,-0.0593,9.5719
2026-03-14 09:15:00.880,-1.0319,-0.4275,9.6674
2026-03-14 09:15:00.890,-1.4406,-0.6113,9.4937
2026-03-14 09:15:00.900,-1.4118,-0.5075,9.851
2026-03-14 09:15:00.910,-1.5245,-0.7787,9.6583
2026-03-14 09:15:00.920,-1.2736,-1.1871,10.069
2026-03-14 09:15:00.930,-1.649,-1.102,9.92
2026-03-14 09:15:00.940,-1.4696,-1.0381,10.1102
2026-03-14 09:15:00.950,-1.4268,-1.3211,9.7672
2026-03-14 09:15:00.960,-1.651,-1.4735,9.4228
2026-03-14 09:15:00.970,-1.2471,-0.9469,9.2949
2026-03-14 09:15:00.980,-0.9209,-1.0822,9.4507
2026-03-14 09:15:00.990,-1.1009,-0.8481,9.3265
2026-03-14 09:15:01.000,-1.0468,-1.1355,9.5216
2026-03-14 09:15:01.010,-0.7768,-0.7165,9.5738
2026-03-14 09:15:01.020,-0.6207,-0.6029,9.898
2026-03-14 09:15:01.030,-0.3624,,10.1229
2026-03-14 09:15:01.040,-0.1382,0.101,9.7232
2026-03-14 09:15:01.050,0.2567,0.1774,9.86
2026-03-14 09:15:01.060,0.2067,0.5472,9.4811
2026-03-14 09:15:01.070,0.5946,0.6509,9.4933
2026-03-14 09:15:01.080,0.8157,1.0173,9.8675
2026-03-14 09:15:01.090,0.9022,0.8688,10.0495
2026-03-14 09:15:01.100,1.0194,,10.2903
2026-03-14 09:15:01.110,1.2369,0.9799,10.2018
2026-03-14 09:15:01.120,1.1078,1.0082,10.2805
2026-03-14 09:15:01.130,1.5841,1.1949,10.2031
2026-03-14 09:15:01.140,0.9313,0.9635,9.8005
2026-03-14 09:15:01.150,1.4096,0.7144,9.5466
2026-03-14 09:15:01.160,1.241,0.5729,9.5126
2026-03-14 09:15:01.170,1.5143,0.5017,9.9946
2026-03-14 09:15:01.180,1.4124,0.642,
2026-03-14 09:15:01.190,1.0864,0.5602,9.9723
2026-03-14 09:15:01.200,1.4919,0.0599,10.0247
2026-03-14 09:15:01.210,1.1248,0.0512,9.8764
2026-03-14 09:15:01.220,1.2477,0.1928,9.8666
2026-03-14 09:15:01.230,0.809,0.0221,9.3375
2026-03-14 09:15:01.240,1.2268,-0.0958,9.3083
2026-03-14 09:15:01.250,1.1007,-0.0618,9.0534
2026-03-14 09:15:01.260,0.7691,-0.1564,9.4859
2026-03-14 09:15:01.270,0.5758,-0.2377,10.0264
2026-03-14 09:15:01.280,0.4465,0.0778,9.8755
2026-03-14 09:15:01.290,0.2656,0.074,10.0922
2026-03-14 09:15:01.300,0.1974,0.2231,10.3474
2026-03-14 09:15:01.310,0.2574,0.1607,10.1358
2026-03-14 09:15:01.320,-0.1786,-0.0228,9.7469
2026-03-14 09:15:01.330,0.1364,0.1197,9.8873
2026-03-14 09:15:01.340,-0.4272,0.0897,9.5465
2026-03-14 09:15:01.350,-0.1604,0.0251,9.7153
2026-03-14 09:15:01.360,-0.5445,0.3145,9.8437
2026-03-14 09:15:01.370,-0.5368,0.0874,10.1654
2026-03-14 09:15:01.380,-0.7544,-0.2334,10.5217
2026-03-14 09:15:01.390,-0.8359,-0.0376,10.5483
2026-03-14 09:15:01.400,-1.5545,-0.1402,9.9152
2026-03-14 09:15:01.410,-1.1776,-0.2555,9.8596
2026-03-14 09:15:01.420,-1.3342,-0.5815,9.786
2026-03-14 09:15:01.430,-1.4188,-0.602,9.6225
2026-03-14 09:15:01.440,-1.6274,-0.8384,9.3032
2026-03-14 09:15:01.450,-1.6822,-1.2262,9.696
2026-03-14 09:15:01.460,-1.5373,-1.0361,9.8705
2026-03-14 09:15:01.470,-1.435,-1.2429,9.6815
2026-03-14 09:15:01.480,-1.5507,-1.1435,9.685
2026-03-14 09:15:01.490,-1.3004,-1.1726,9.663
2026-03-14 09:15:01.500,-1.2617,-0.9389,9.7985
2026-03-14 09:15:01.510,-1.1802,-1.1819,8.9553
2026-03-14 09:15:01.520,-1.0183,-1.3173,9.1681
2026-03-14 09:15:01.530,-1.1024,-0.8152,9.4509
2026-03-14 09:15:01.540,-0.7649,-0.5194,9.9465
2026-03-14 09:15:01.550,-0.429,-0.5233,9.4392
2026-03-14 09:15:01.560,-0.4964,-0.3101,10.0183
2026-03-14 09:15:01.570,-0.0779,0.0627,10.1611
2026-03-14 09:15:01.580,0.1513,0.4148,10.3513
2026-03-14 09:15:01.590,0.3762,0.4226,9.6932
2026-03-14 09:15:01.600,0.3928,0.5877,9.803
2026-03-14 09:15:01.610,0.7888,0.6792,9.7394
2026-03-14 09:15:01.620,0.9571,0.8538,9.8915
2026-03-14 09:15:01.630,0.867,1.0681,9.9091
2026-03-14 09:15:01.640,1.1743,1.0944,10.1569
2026-03-14 09:15:01.650,1.3827,1.0129,10.1955
2026-03-14 09:15:01.660,1.1333,1.0118,10.3582
2026-03-14 09:15:01.670,1.3004,1.2065,10.1437
2026-03-14 09:15:01.680,1.1759,0.7728,9.8486
2026-03-14 09:15:01.690,1.4276,0.6158,9.917
2026-03-14 09:15:01.700,1.3396,0.7489,9.5121
2026-03-14 09:15:01.710,1.5306,0.6688,9.5037
2026-03-14 09:15:01.720,1.3285,0.2829,9.6355
2026-03-14 09:15:01.730,1.3227,0.0723,9.825
2026-03-14 09:15:01.740,1.4355,0.4154,9.9853
2026-03-14 09:15:01.750,1.1761,-0.1085,9.5743
2026-03-14 09:15:01.760,0.9345,-0.1233,9.7881
2026-03-14 09:15:01.770,0.6446,-0.0126,9.4915
2026-03-14 09:15:01.780,0.7673,-0.237,9.477
2026-03-14 09:15:01.790,0.687,-0.1222,9.3909
2026-03-14 09:15:01.800,0.5588,0.108,9.5775
2026-03-14 09:15:01.810,0.4396,0.0765,10.4095
2026-03-14 09:15:01.820,0.3877,0.2185,9.9747
2026-03-14 09:15:01.830,0.0472,-0.1184,9.8407
2026-03-14 09:15:01.840,-0.117,0.0482,10.1677
2026-03-14 09:15:01.850,-0.174,0.2125,10.124
2026-03-14 09:15:01.860,-0.32,0.1102,10.2683
2026-03-14 09:15:01.870,-0.2341,0.4064,9.8869
2026-03-14 09:15:01.880,-0.2601,0.5047,10.0314
2026-03-14 09:15:01.890,-0.5194,0.1064,10.2638
2026-03-14 09:15:01.900,-0.5567,0.2796,9.6875
2026-03-14 09:15:01.910,-0.535,0.1246,10.0389
2026-03-14 09:15:01.920,-1.1721,-0.0492,9.8615
2026-03-14 09:15:01.930,-0.9905,-0.3446,10.1709
2026-03-14 09:15:01.940,-0.9568,-0.4957,
2026-03-14 09:15:01.950,-1.3282,-0.5055,9.8789
2026-03-14 09:15:01.960,-1.4694,-0.6742,9.358
2026-03-14 09:15:01.970,-1.4848,-0.8669,9.5085
2026-03-14 09:15:01.980,-1.4721,-1.1944,9.2702
2026-03-14 09:15:01.990,-1.4346,-1.0502,9.3821
2026-03-14 09:15:02.000,-1.4602,-1.0575,9.4094
2026-03-14 09:15:02.010,-1.492,-0.9105,9.6746
2026-03-14 09:15:02.020,-1.3418,-1.2404,10.0296
2026-03-14 09:15:02.030,-1.5438,-0.9968,9.7811
2026-03-14 09:15:02.040,-1.3646,-0.8587,9.381
2026-03-14 09:15:02.050,-1.0788,-0.7986,9.9121
2026-03-14 09:15:02.060,-1.0378,-0.5968,9.2462
2026-03-14 09:15:02.070,-0.4954,-0.6664,9.4592
2026-03-14 09:15:02.080,-0.3974,,9.6348
2026-03-14 09:15:02.090,-0.2387,0.0891,9.4649
2026-03-14 09:15:02.100,-0.0749,0.1521,9.8492
2026-03-14 09:15:02.110,0.1177,0.5313,10.4545
2026-03-14 09:15:02.120,0.3736,0.5997,10.4569
2026-03-14 09:15:02.130,0.7434,1.0703,10.359
2026-03-14 09:15:02.140,0.8336,0.9574,9.9425
2026-03-14 09:15:02.150,0.8109,0.8937,9.8494
2026-03-14 09:15:02.160,1.2628,0.9057,9.8617
2026-03-14 09:15:02.170,1.2316,0.8746,9.9237
2026-03-14 09:15:02.180,1.154,1.2638,9.852
2026-03-14 09:15:02.190,1.5452,1.0925,10.0513
2026-03-14 09:15:02.200,1.4835,0.79,10.3321
2026-03-14 09:15:02.210,1.4616,0.7828,10.0713
2026-03-14 09:15:02.220,1.0525,0.5099,10.0447
2026-03-14 09:15:02.230,1.2199,0.6104,9.5451
2026-03-14 09:15:02.240,1.2936,0.4696,9.5625
2026-03-14 09:15:02.250,1.2234,0.2019,9.3282
2026-03-14 09:15:02.260,1.1855,0.3419,9.7791
2026-03-14 09:15:02.270,1.1103,0.1122,9.4056
2026-03-14 09:15:02.280,0.9934,0.0816,10.0664
2026-03-14 09:15:02.290,1.0184,0.295,9.7653
2026-03-14 09:15:02.300,1.2855,0.0465,9.7717
2026-03-14 09:15:02.310,0.6574,0.0958,9.9982
2026-03-14 09:15:02.320,0.6873,-0.0566,9.5984
2026-03-14 09:15:02.330,0.2024,-0.0148,9.2514
2026-03-14 09:15:02.340,0.1282,-0.0662,9.3238
2026-03-14 09:15:02.350,0.0557,0.0782,9.7217
2026-03-14 09:15:02.360,0.0553,,9.5457
2026-03-14 09:15:02.370,0.1685,0.3331,10.0916
2026-03-14 09:15:02.380,-0.0289,0.1709,10.049
2026-03-14 09:15:02.390,-0.676,0.0857,10.4091
2026-03-14 09:15:02.400,-0.7179,0.2185,10.0958
2026-03-14 09:15:02.410,-0.7096,0.2712,9.8097
2026-03-14 09:15:02.420,-0.5133,0.156,9.6703
2026-03-14 09:15:02.430,-0.7039,0.3117,9.5242
2026-03-14 09:15:02.440,-1.0024,-0.0869,10.3671
2026-03-14 09:15:02.450,-1.2881,-0.312,9.7708
2026-03-14 09:15:02.460,-1.0567,-0.372,10.0216
2026-03-14 09:15:02.470,-1.1032,-0.8978,10.4156
2026-03-14 09:15:02.480,-1.1523,-0.6545,9.8519
2026-03-14 09:15:02.490,-1.3148,-0.7412,10.0704
2026-03-14 09:15:02.500,-1.4909,-1.156,9.4102
2026-03-14 09:15:02.510,,-1.0307,9.1471
2026-03-14 09:15:02.520,-1.378,-1.4215,9.5885
2026-03-14 09:15:02.530,-1.3499,-1.036,9.2996
2026-03-14 09:15:02.540,-1.7096,-1.3531,9.5951
2026-03-14 09:15:02.550,-1.5283,-1.0542,9.5502
2026-03-14 09:15:02.560,-1.1401,-0.9367,9.9208
2026-03-14 09:15:02.570,-1.0444,-1.1236,10.0097
2026-03-14 09:15:02.580,-0.8536,-0.685,9.8942
2026-03-14 09:15:02.590,-0.8162,-0.5362,9.259
2026-03-14 09:15:02.600,-0.6545,-0.4912,9.6652
2026-03-14 09:15:02.610,-0.3782,-0.1225,9.1872
2026-03-14 09:15:02.620,-0.0027,0.0289,9.5867
2026-03-14 09:15:02.630,-0.1138,0.0119,9.7834
2026-03-14 09:15:02.640,0.0257,0.4559,10.409
2026-03-14 09:15:02.650,0.6037,0.7604,10.6539
2026-03-14 09:15:02.660,0.3575,1.1551,10.2839
2026-03-14 09:15:02.670,1.1279,0.6822,9.9339
2026-03-14 09:15:02.680,0.988,1.0659,10.0779
2026-03-14 09:15:02.690,1.1374,0.8175,9.8763
2026-03-14 09:15:02.700,1.3885,1.1682,9.9561
2026-03-14 09:15:02.710,1.3615,0.9484,9.8593
2026-03-14 09:15:02.720,1.0489,0.9572,9.8841
2026-03-14 09:15:02.730,1.1762,0.9028,9.7705
2026-03-14 09:15:02.740,1.2078,0.7394,10.3142
2026-03-14 09:15:02.750,1.3833,0.6005,10.197
2026-03-14 09:15:02.760,1.457,0.7655,10.2862
2026-03-14 09:15:02.770,1.3159,0.6413,9.7681
2026-03-14 09:15:02.780,1.1419,0.1649,9.2575
2026-03-14 09:15:02.790,1.2537,0.1011,9.2937
2026-03-14 09:15:02.800,1.0937,0.143,9.2166
2026-03-14 09:15:02.810,1.0011,-0.1419,9.5506
2026-03-14 09:15:02.820,0.94,-0.0151,9.4667
2026-03-14 09:15:02.830,0.445,-0.0781,9.7435
2026-03-14 09:15:02.840,0.8203,0.1323,10.2
2026-03-14 09:15:02.850,0.536,-0.2901,9.8929
2026-03-14 09:15:02.860,0.287,0.0771,10.3994
2026-03-14 09:15:02.870,0.425,-0.0976,9.8682
2026-03-14 09:15:02.880,0.2324,0.1865,9.7128
2026-03-14 09:15:02.890,0.0799,0.2168,9.4363
2026-03-14 09:15:02.900,0.1878,0.2276,9.8854
2026-03-14 09:15:02.910,-0.1061,0.5704,9.9356
2026-03-14 09:15:02.920,-0.4073,0.1655,10.2103
2026-03-14 09:15:02.930,-0.5539,0.2487,10.1435
2026-03-14 09:15:02.940,-0.6145,0.2137,10.1621
2026-03-14 09:15:02.950,-0.5785,0.2032,9.9111
2026-03-14 09:15:02.960,-0.98,-0.0603,9.9002
2026-03-14 09:15:02.970,-0.9356,0.0309,9.7958
2026-03-14 09:15:02.980,-0.9548,-0.275,9.8167
2026-03-14 09:15:02.990,-1.0789,-0.3309,10.0999
2026-03-14 09:15:03.000,-1.0805,-0.42,9.9847
2026-03-14 09:15:03.010,-1.2387,-0.4694,10.0815
2026-03-14 09:15:03.020,-1.5344,-0.9639,9.6858
2026-03-14 09:15:03.030,-1.5055,-0.966,9.6931
2026-03-14 09:15:03.040,-1.6383,-0.9632,9.9361
2026-03-14 09:15:03.050,-1.7889,-1.011,9.6469
2026-03-14 09:15:03.060,-1.6821,,9.5236
2026-03-14 09:15:03.070,-1.4487,-1.0571,9.5223
2026-03-14 09:15:03.080,-1.3911,-1.1666,9.1048
2026-03-14 09:15:03.090,-1.0393,-1.2078,9.5708
2026-03-14 09:15:03.100,-1.2829,-0.852,9.6129
2026-03-14 09:15:03.110,-1.0154,-0.6788,9.5471
2026-03-14 09:15:03.120,-0.6768,,9.8877
2026-03-14 09:15:03.130,-0.5228,-0.314,9.7193
2026-03-14 09:15:03.140,-0.215,,9.892
2026-03-14 09:15:03.150,-0.2333,0.2358,9.577
2026-03-14 09:15:03.160,0.0782,0.3185,9.4894
2026-03-14 09:15:03.170,0.1162,0.3811,9.6333
2026-03-14 09:15:03.180,,0.7421,10.2019
2026-03-14 09:15:03.190,0.7803,0.8074,10.2212
2026-03-14 09:15:03.200,0.9163,0.9007,10.2169
2026-03-14 09:15:03.210,1.1432,0.6349,10.2351
2026-03-14 09:15:03.220,0.9842,1.3842,10.0029
2026-03-14 09:15:03.230,1.2844,0.991,10.0691
2026-03-14 09:15:03.240,1.3948,1.0897,9.5081
2026-03-14 09:15:03.250,1.6108,0.7227,10.0572
2026-03-14 09:15:03.260,1.3856,0.6795,9.6821
2026-03-14 09:15:03.270,1.569,0.7992,9.8765
2026-03-14 09:15:03.280,1.3304,0.4765,10.1319
2026-03-14 09:15:03.290,1.6405,0.8736,9.983
2026-03-14 09:15:03.300,1.2759,0.7242,10.1171
2026-03-14 09:15:03.310,1.21,0.1651,9.4347
2026-03-14 09:15:03.320,1.4251,0.1467,9.3247
2026-03-14 09:15:03.330,1.0643,0.1436,9.7641
2026-03-14 09:15:03.340,0.8951,-0.3328,9.2825
2026-03-14 09:15:03.350,0.6229,-0.0627,9.5376
2026-03-14 09:15:03.360,0.5301,-0.3561,9.753
2026-03-14 09:15:03.370,0.809,0.1608,9.839
2026-03-14 09:15:03.380,0.419,0.3497,10.0255
2026-03-14 09:15:03.390,0.6731,0.051,10.2377
2026-03-14 09:15:03.400,0.361,0.3041,10.254
2026-03-14 09:15:03.410,0.2197,0.242,9.9001
2026-03-14 09:15:03.420,0.0985,0.1852,9.3382
2026-03-14 09:15:03.430,0.3829,0.1436,9.8628
2026-03-14 09:15:03.440,-0.3597,0.4006,9.9666
2026-03-14 09:15:03.450,-0.3651,0.2888,10.1971
2026-03-14 09:15:03.460,-0.5045,0.2596,10.1394
2026-03-14 09:15:03.470,-0.5591,0.1394,10.6127
2026-03-14 09:15:03.480,-0.838,0.217,10.3106
2026-03-14 09:15:03.490,-0.896,0.0122,10.3956
2026-03-14 09:15:03.500,-1.1341,-0.0814,9.9353
2026-03-14 09:15:03.510,-1.0222,-0.6402,10.0872
2026-03-14 09:15:03.520,-1.4402,-0.389,9.6373
2026-03-14 09:15:03.530,-1.3213,-0.7084,9.4853
2026-03-14 09:15:03.540,-1.2588,-0.6753,
2026-03-14 09:15:03.550,-1.495,-0.8435,10.2033
2026-03-14 09:15:03.560,-1.4938,-1.2285,9.925
2026-03-14 09:15:03.570,-1.548,-1.0317,9.5709
2026-03-14 09:15:03.580,-1.4347,-0.9045,9.8277
2026-03-14 09:15:03.590,-1.4368,-1.1988,9.4569
2026-03-14 09:15:03.600,-1.3555,-1.1002,9.4357
2026-03-14 09:15:03.610,-1.1834,-1.2188,9.1671
2026-03-14 09:15:03.620,-1.001,-1.103,9.2925
2026-03-14 09:15:03.630,-1.1556,-0.7262,9.5325
2026-03-14 09:15:03.640,-0.7912,-0.5504,9.8412
2026-03-14 09:15:03.650,-0.3915,-0.8567,9.8223
2026-03-14 09:15:03.660,-0.3213,,10.1272
2026-03-14 09:15:03.670,-0.2074,-0.0558,10.0782
2026-03-14 09:15:03.680,0.0774,0.0842,10.264
2026-03-14 09:15:03.690,0.3478,-0.0646,10.1411
2026-03-14 09:15:03.700,0.2313,0.5508,9.4376
2026-03-14 09:15:03.710,0.341,0.7486,9.1285
2026-03-14 09:15:03.720,0.5288,0.9263,10.1272
2026-03-14 09:15:03.730,0.8753,0.9563,10.2278
2026-03-14 09:15:03.740,0.8971,1.0599,10.3252
2026-03-14 09:15:03.750,1.3671,0.8498,10.3105
2026-03-14 09:15:03.760,1.1233,0.8068,10.468
2026-03-14 09:15:03.770,1.2659,1.0828,9.9583
2026-03-14 09:15:03.780,1.0922,0.7156,10.1344
2026-03-14 09:15:03.790,1.337,0.9672,9.5326
2026-03-14 09:15:03.800,1.4255,0.6956,9.5886
2026-03-14 09:15:03.810,1.2252,0.4594,9.7807
2026-03-14 09:15:03.820,1.0309,0.5162,9.6543
2026-03-14 09:15:03.830,1.3186,0.1851,9.8941
2026-03-14 09:15:03.840,0.9705,0.1221,9.69
2026-03-14 09:15:03.850,1.1064,-0.1613,9.63
2026-03-14 09:15:03.860,1.1219,0.1284,9.6167
2026-03-14 09:15:03.870,0.9828,-0.0816,9.3939
2026-03-14 09:15:03.880,1.1023,0.152,9.29
2026-03-14 09:15:03.890,0.7257,-0.0368,9.6211
2026-03-14 09:15:03.900,0.6405,0.1344,9.2969
2026-03-14 09:15:03.910,0.4402,0.0591,9.6718
2026-03-14 09:15:03.920,0.5294,-0.2264,9.7751
2026-03-14 09:15:03.930,0.0025,0.2314,10.1341
2026-03-14 09:15:03.940,-0.0862,0.4461,10.3068
2026-03-14 09:15:03.950,0.204,0.2994,10.0174
2026-03-14 09:15:03.960,-0.2509,0.416,10.015
2026-03-14 09:15:03.970,-0.5211,0.0642,9.8762
2026-03-14 09:15:03.980,-0.2275,0.1655,9.7455
2026-03-14 09:15:03.990,-0.2699,0.2954,9.9837
2026-03-14 09:15:04.000,-0.5327,0.1753,10.1623
2026-03-14 09:15:04.010,-0.7829,0.0973,10.3487
2026-03-14 09:15:04.020,-0.9024,-0.0192,10.3308
2026-03-14 09:15:04.030,-0.9978,-0.17,10.4102
2026-03-14 09:15:04.040,-1.1971,-0.3747,9.8744
2026-03-14 09:15:04.050,-1.363,-0.5867,10.1601
2026-03-14 09:15:04.060,-1.4207,-0.4466,9.526
2026-03-14 09:15:04.070,-1.4354,-0.6004,9.3893
2026-03-14 09:15:04.080,-1.332,-0.7159,9.2101
2026-03-14 09:15:04.090,-1.6483,-0.9679,9.5611
2026-03-14 09:15:04.100,-1.4272,-1.2291,9.5065
2026-03-14 09:15:04.110,-1.666,-1.3134,10.271
2026-03-14 09:15:04.120,-1.1743,-1.0252,10.03
2026-03-14 09:15:04.130,-1.2912,-1.291,9.5877
2026-03-14 09:15:04.140,-1.2425,-1.346,9.4368
2026-03-14 09:15:04.150,-1.1824,-1.1182,9.735
2026-03-14 09:15:04.160,-0.8798,-0.7589,9.6467
2026-03-14 09:15:04.170,-0.7875,-0.5138,9.5561
2026-03-14 09:15:04.180,-0.5836,-0.3651,9.9006
2026-03-14 09:15:04.190,-0.2876,-0.178,9.794
2026-03-14 09:15:04.200,-0.1395,-0.1658,10.1666
2026-03-14 09:15:04.210,0.0607,0.3098,9.9625
2026-03-14 09:15:04.220,0.1233,0.3083,10.062
2026-03-14 09:15:04.230,0.6302,0.9285,10.0526
2026-03-14 09:15:04.240,1.0181,0.7799,9.8171
2026-03-14 09:15:04.250,,1.0101,9.7432
2026-03-14 09:15:04.260,1.1908,0.9123,9.751
2026-03-14 09:15:04.270,0.9231,1.0675,9.9259
2026-03-14 09:15:04.280,1.124,1.1086,10.4265
2026-03-14 09:15:04.290,1.5087,1.0884,10.0244
2026-03-14 09:15:04.300,1.6435,1.047,10.5255
2026-03-14 09:15:04.310,1.3794,0.8005,9.9072
2026-03-14 09:15:04.320,1.4547,0.6963,9.8848
2026-03-14 09:15:04.330,1.2978,0.5568,9.7318
2026-03-14 09:15:04.340,1.1306,0.6069,9.2876
2026-03-14 09:15:04.350,1.1603,0.2308,9.6808
2026-03-14 09:15:04.360,1.0377,0.433,9.4729
2026-03-14 09:15:04.370,0.9649,0.0637,9.6655
2026-03-14 09:15:04.380,1.1727,-0.0282,10.0053
2026-03-14 09:15:04.390,1.0329,,9.645
2026-03-14 09:15:04.400,1.0292,-0.0214,9.4752
2026-03-14 09:15:04.410,0.7474,,9.7757
2026-03-14 09:15:04.420,0.6931,-0.1072,9.4665
2026-03-14 09:15:04.430,0.8497,0.2819,9.3725
2026-03-14 09:15:04.440,0.4573,-0.1273,9.6531
2026-03-14 09:15:04.450,0.2744,0.1437,9.8334
2026-03-14 09:15:04.460,0.1042,0.2955,10.0497
2026-03-14 09:15:04.470,0.0824,0.2507,10.3415
2026-03-14 09:15:04.480,0.1333,0.4501,10.1761
2026-03-14 09:15:04.490,-0.1512,0.318,10.3277
2026-03-14 09:15:04.500,-0.2479,0.1902,10.0446
2026-03-14 09:15:04.510,-0.2275,0.1849,9.5522
2026-03-14 09:15:04.520,-0.5514,0.1433,9.503
2026-03-14 09:15:04.530,-0.6291,0.2161,10.0256
2026-03-14 09:15:04.540,-0.5608,-0.1934,9.662
2026-03-14 09:15:04.550,-0.9889,0.0516,10.0289
2026-03-14 09:15:04.560,-1.3905,-0.4915,10.2812
2026-03-14 09:15:04.570,-1.25,-0.5492,10.1263
2026-03-14 09:15:04.580,-1.1381,-0.6821,10.5332
